NAME,ID,NOTES,URL
Best Bones Forever,10200000000000000,HHS,https://www.facebook.com/bestbonesforever
AIDS.gov,8039057811,HHS,https://www.facebook.com/AIDS.gov
Women's Health Resources,114640695228616,HHS,https://www.facebook.com/WomensHealthResources
NLM 4 Caregivers,192065914150187,HHS,https://www.facebook.com/NLM4Caregivers
AIDSinfo,185441048157548,HHS,https://www.facebook.com/AIDSinfo
We Can - Ways to Enhance Children's Activity & Nutrition,267159894964,HHS,https://www.facebook.com/nihwecan
COPD Learn More Breathe Better,45855940490,HHS,https://www.facebook.com/BreatheBetter
National Center for Biotechnology Information,367794192480,HHS,https://www.facebook.com/ncbi.nlm
National Library of Medicine,343352050490,HHS,https://www.facebook.com/nationallibraryofmedicine
Exhibition Program at the National Library of Medicine,198519848697,HHS,https://www.facebook.com/NLMExhibitions
National Institute of Mental Health,103884801977,HHS,https://www.facebook.com/nimhgov
National Institute of General Medical Sciences,136577286212,HHS,https://www.facebook.com/nigms.nih.gov
National Institute of Diabetes and Digestive and Kidney Diseases,159778759845,HHS,https://www.facebook.com/pages/National-Institute-of-Diabetes-and-Digestive-and-Kidney-Diseases-NIDDK/159778759845
Make the Kidney Connection,363329971883,HHS,https://www.facebook.com/MaketheKidneyConnection
National Institute on Drug Abuse,325566473570,HHS,https://www.facebook.com/NIDANIH
Drug Facts,10200000000000000,HHS,https://www.facebook.com/NIDA.Drug.Facts.Week
National Institute for Child Health and Human Development,108375985869324,HHS,https://www.facebook.com/pages/Eunice-Kennedy-Shriver-National-Institute-of-Child-Health-and-Human-Development/108375985869324
National Institute of Arthritis and Musculoskeletal and Skin Diseases Labs,198162220219256,HHS,https://www.facebook.com/NIAMS.Labs
National Institute of Allergy and Infectious Diseases,405080625071,HHS,https://www.facebook.com/niaid.nih
The Heart Truth,6476847301,HHS,https://www.facebook.com/hearttruth
"National Heart, Lung and Blood Institute (NHLBI)",324757578832,HHS,https://www.facebook.com/NHLBI
Know Stroke,94937992925,HHS,https://www.facebook.com/KnowStroke
National DNA Day,47309007669,HHS,https://www.facebook.com/DNAday
Smokefree Women,94703776494,HHS,https://www.facebook.com/smokefree.women
National Cancer Institute - Office of Media Relations,363900520932,HHS,https://www.facebook.com/NCImedia
National Center for Complementary and Alternative Medicine,112540168769210,HHS,https://www.facebook.com/DNAday
The Office of Behavioral and Social Sciences Research,118355738208763,HHS,https://www.facebook.com/OBSSR.NIH
The Children's Inn at NIH,99591362449,HHS,https://www.facebook.com/TheChildrensInn
NIH Research Matters,44222694038,HHS,https://www.facebook.com/ResearchMatters
NIH News in Health,45385547967,HHS,https://www.facebook.com/newsinhealth
The NIH Clinical Center,134336139913,HHS,https://www.facebook.com/NIHClinicalCenter
National Institutes of Health (NIH),43331696829,HHS,https://www.facebook.com/nih.gov
Fogarty International Center,127485003430,HHS,https://www.facebook.com/fogarty.nih
National Health Service Corps,62417899106,HHS,https://www.facebook.com/nationalhealthservicecorps
Health Resources & Services Administration,199893476843,HHS,https://www.facebook.com/NIHClinicalCenter
National Institute for Occupational Safety and Health,28902055276,HHS,https://www.facebook.com/pages/NIOSH-National-Institute-for-Occupational-Safety-and-Health/28902055276
MMWR,101050793275404,HHS,https://www.facebook.com/CDCMMWR
Health Hazard Evaluation Program,157605994287818,HHS,https://www.facebook.com/health.hazard.evaluation.program
CDC NPIN,133606980030,HHS,https://www.facebook.com/CDCNPIN
CDC Heads Up - Brain Injury Awareness,122028914505481,HHS,https://www.facebook.com/cdcheadsup
CDC en Espanol,122981414430296,HHS,https://www.facebook.com/CDCespanol
CDC - Parents are the Key to Safe Teen Drivers,146229618753585,HHS,https://www.facebook.com/cdcparentsarethekey
Eldercare Locator,129690570413427,HHS,https://www.facebook.com/eldercarelocator
Child Welfare Information Gateway,140153407161,HHS,https://www.facebook.com/childwelfare
Department of Homeland Security,179587888720522,EXEC,https://www.facebook.com/homelandsecurity
Department of Transportation,63235616778,EXEC,https://www.intern.facebook.com/USDOT
Office of the Director of National Intelligence,101595647113,EXEC,https://www.facebook.com/eda.commerce
U.S. Economic Development Administration,132918610067448,EXEC,https://www.facebook.com/eda.commerce
USFWS Endangered Species,137107446322218,EXEC,https://www.facebook.com/USFWSEndangeredSpecies
Energy Information Administration,350562875012730,EXEC,https://www.facebook.com/eiagov
Office of English Language Acquisition,194460783960915,EXEC,https://www.intern.facebook.com/USDOT
U.S. European Command (EUCOM),37206223947,DEF,https://www.facebook.com/EUCOM
Federal Aviation Administration,174311909277106,EXEC,https://www.facebook.com/FAA
Federal Deposit Insurance Corporation,340048797251,EXEC,https://www.facebook.com/FDICgov
Federal Energy Regulatory Commission,101895576546443,EXEC,https://www.facebook.com/FERC.gov
Federal Highway Administration,101895576546443,EXEC,https://www.facebook.com/pages/Federal-Highway-Administration/175380479155058
Federal Laboratory Consortium,122806387764640,EXEC,https://www.facebook.com/federallabs
Federal Motor Carrier Safety Administration,225392700899588,EXEC,https://www.facebook.com/FMCSA
Federal Railroad Administration,234098873364499,EXEC,https://www.facebook.com/USDOTFRA
Federal Student Aid,182616238486183,EXEC,https://www.facebook.com/FederalStudentAid
Federal Transit Administration (FTA),329720670448736,EXEC,https://www.facebook.com/FTADOT
"Federal Voting Assistance Program, DOD",104504438466,EXEC,https://www.facebook.com/DoDFVAP
Fish and Wildlife Service,28248315774,EXEC,https://www.facebook.com/usfws
Fossil Energy,94233406587,EXEC,https://www.facebook.com/FossilEnergy
ExchangesConnect - U.S. Department of State,343064425809,DOS,https://www.facebook.com/exchangesconnect
U.S. Geological Survey,102635589782433,EXEC,https://www.facebook.com/USGeologicalSurvey
U.S. Department of State: Engaging the Community on Foreign Affairs,334743330071,DOS,https://www.facebook.com/EngageStateDept
U.S. Government Printing Office,162592897126454,EXEC,https://www.facebook.com/USGPO
Holocaust Museum,34362997676,EXEC,https://www.facebook.com/holocaustmuseum
Immigration and Customs Enforcement,63303676814,EXEC,https://www.facebook.com/wwwICEgov
National Defense University iCollege,105492426162129,DEF,https://www.facebook.com/pages/National-Defense-University-iCollege/105492426162129
Education Resources Information Center,346769469411,EXEC,https://www.facebook.com/SearchEduResources
Institute of Museum and Library Services,108687402609719,EXEC,https://www.facebook.com/USIMLS
United States Institute of Peace,75608370019,EXEC,https://www.facebook.com/usinstituteofpeace
U.S. Interagency Council on Homelessness,161277853932076,EXEC,https://www.facebook.com/pages/US-Interagency-Council-on-Homelessness/161277853932076
James Madison Memorial Fellowship Foundation,93155927345,EXEC,https://www.facebook.com/pages/James-Madison-Memorial-Fellowship-Foundation/93155927345
Japan-US Friendship Commission,148824211838823,EXEC,https://www.facebook.com/JUSFC
Job Corps,303857546328687,EXEC,https://www.facebook.com/doljobcorps
Kennedy Center,73250630864,EXEC,https://www.facebook.com/KennedyCenter
The Joint Staff,176647459081706,DEF,https://www.facebook.com/TheJointStaff
Joint Congressional Committee on Inaugural Ceremonies,134548256687679,CON,https://www.facebook.com/JCCIC
Joint Fire Science Program,265953553443689,EXEC,https://www.facebook.com/Firescience.GOV
Joint Staff Forces College,148670571855087,DEF,https://www.facebook.com/pages/Joint-Forces-Staff-College/148670571855087
Office of Justice Programs,184230948375628,EXEC,https://www.facebook.com/pages/Office-of-Justice-Programs/184230948375628
Legal Services Corporation,119095738221297,EXEC,https://www.facebook.com/LegalServicesCorporation
USFWS National Wildlife Refuge System,119095738221297,EXEC,https://www.facebook.com/USFWSRefuges
Millennium Challenge Corporation - MCC,51888241909,EXEC,https://www.facebook.com/MillenniumChallengeCorp
U.S. Minority Business Development Agency (MBDA),108402687457,EXEC,https://www.facebook.com/USMBDA
United States Mint,103695769458,EXEC,https://www.facebook.com/UnitedStatesMint
Mississippi Valley Division (US Army Corps of Engineers),108402687457,EXEC,https://www.facebook.com/CEMVD
National Capital Planning Commission,93373262211,EXEC,https://www.facebook.com/ncpc.gov
National Cemetary Administration (NCA) U.S Department of Veterans Affairs,182543300694,EXEC,https://www.facebook.com/NationalCemeteries
National Constitution Center,182543300694,EXEC,https://www.facebook.com/constitutioncenter
National Council on Disability,131414496898167,EXEC,https://www.facebook.com/NCDgov
National Defense University,499522455437,DEF,https://www.facebook.com/ndu.edu
National Credit Union Administration,107299956000237,EXEC,https://www.facebook.com/NCUAgov
National Endowment for the Arts,33192104484,EXEC,https://www.facebook.com/NationalEndowmentfortheArts
National Endowment for the Humanities,131252093552454,EXEC,https://www.facebook.com/pages/National-Endowment-for-the-Humanities/131252093552454
National Geospatial-Intelligence Agency,232421426802224,EXEC,https://www.facebook.com/NatlGEOINTAgency
National Gallery of Art,118604413043,EXEC,https://www.facebook.com/nationalgalleryofart
National Highway Traffic Safety Administration,198228890287761,EXEC,https://www.facebook.com/NHTSA
OJP National Institute of Justice,439594309433983,EXEC,https://www.facebook.com/OJPNIJ
National Institute for Standards and Technology,211075745364,EXEC,https://www.facebook.com/4NIST
National Interagency Fire Center,112662472124565,EXEC,https://www.facebook.com/BLMFire
NOAA Fisheries Service,177986985585960,EXEC,https://www.facebook.com/usnoaafisheriesgov
National Ocean Service,64601512866,EXEC,https://www.facebook.com/usoceangov
National Park Foundation,10524821940,EXEC,https://www.facebook.com/nationalparkservice
National Science Foundation (NSF),30037047899,EXEC,https://www.facebook.com/US.NSF
NSA - National Security Agency,38534064357,EXEC,https://www.facebook.com/NSACareers
NTIS Customer Contact Center,128622360540923,EXEC,https://www.facebook.com/NTISCustomerContactCenter
National Weather Service,206848514040,EXEC,https://www.facebook.com/US.National.Weather.Service.gov
NOAA NWS National Hurricane Center,112957945436361,EXEC,https://www.facebook.com/US.NOAA.NationalHurricaneCenter.gov
NORAD and USNORTHERN Command,49769178351,DEF,https://www.facebook.com/noradnorthcom
Northwest Power and Conservation Council,227181874543,EXEC,https://www.facebook.com/nationalparkservice
Oak Ridge National Laboratory,113463684170,EXEC,https://www.facebook.com/Oak.Ridge.National.Laboratory
U.S. Department of Education Office for Civil Rights (OCR),185782101444576,EXEC,https://www.facebook.com/EDCivilRights
Office of Personnel Management,313583340206,EXEC,https://www.facebook.com/USOPM
OSTI: Office of Scientific and Technical Information U.S. Dept. of Energy,81426950401,EXEC,https://www.facebook.com/ostigov
Open World Leadership Center,127123797669,EXEC,https://www.facebook.com/openworldleadershipcenter2
Overseas Private Investment Corporation,364659709914,EXEC,https://www.facebook.com/opicgov
U.S. Pacific Command,61575637587,DEF,https://www.facebook.com/pacific.command
Peace Corps,110634980913,EXEC,https://www.facebook.com/peacecorps
